Hour,Microgrid,Bus,Node,Voltage_pu,Angle_deg
0,MG2,771,2,1.0088369713718672,-154.2145803776966
0,MG2,771,3,1.1023225395933425,84.76519749408578
0,FEEDER,149,1,1.0174553270892692,-32.634503112271766
0,FEEDER,149,2,1.022073983593976,-152.13958878948623
0,FEEDER,149,3,1.019862637816922,87.43499463846243
0,FEEDER,1,1,1.0119381327346082,-33.08401024647031
0,FEEDER,1,2,1.0201131801638972,-152.41010549120674
0,FEEDER,1,3,1.0151699281802444,87.03271602235367
0,FEEDER,2,2,1.0200224649515943,-152.41176671164084
0,FEEDER,3,3,1.014513912613637,87.02064497984811
0,FEEDER,7,1,1.007838818858836,-33.416081807737264
0,FEEDER,7,2,1.0186869503678422,-152.6197204108918
0,FEEDER,7,3,1.0120516900008798,86.74350075903405
0,FEEDER,4,3,1.0143054017278696,87.01680497366335
0,FEEDER,5,3,1.0139999414899337,87.01117796364927
0,FEEDER,6,3,1.0137358114350623,87.00630980678176
0,FEEDER,8,1,1.005177257097061,-33.636466405279904
0,FEEDER,8,2,1.0177141630021846,-152.75933480288043
0,FEEDER,8,3,1.0099918516663908,86.54835631497347
0,FEEDER,12,2,1.0175972569708804,-152.76148097934603
0,FEEDER,9,1,1.0045869935267513,-33.64743760928126
0,FEEDER,13,1,1.001618414967384,-33.95289783445712
0,FEEDER,13,2,1.016122045955502,-152.9623226393928
0,FEEDER,13,3,1.0069213460019888,86.24467101223085
0,FEEDER,9r,1,1.0045863818049932,-33.64750493878307
0,FEEDER,14,1,1.0039187826480291,-33.659925373735554
0,FEEDER,34,3,1.0065275236176838,86.23736221328575
0,FEEDER,18,1,0.9975964759020063,-34.2322107676673
0,FEEDER,18,2,1.0134804988869108,-153.1765917454446
0,FEEDER,18,3,1.0015368112375045,86.0549925326156
0,FEEDER,11,1,1.0036572785667195,-33.66479353060307
0,FEEDER,10,1,1.003787574407312,-33.66236837348113
0,FEEDER,15,3,1.0063698814535844,86.23443508585979
0,FEEDER,16,3,1.0059757303777181,86.22711476527961
0,FEEDER,17,3,1.0061859905278232,86.2310193165527
0,FEEDER,19,1,0.9970689896984184,-34.242094281134456
0,FEEDER,20,1,0.9967278729328789,-34.24848953416462
0,MG1,21,1,0.9975964681818337,-34.232210536909335
0,MG1,21,2,1.0134804950508707,-153.17659163376024
0,MG1,21,3,1.0015368015694235,86.05499281827751
0,MG1,22,2,1.0127085765622992,-153.19088148196445
0,MG1,23,1,0.9974888347622781,-34.25296251571773
0,MG1,23,2,1.0136190330106956,-153.1681452143388
0,MG1,23,3,1.0010166225423622,86.04491520446068
0,MG1,24,3,1.0002014987370345,86.0296363573837
0,MG1,25,1,0.9972551923980054,-34.274114205462155
0,MG1,25,2,1.013788053370138,-153.164078794854
0,MG1,25,3,1.0006484922387722,86.04353053161451
0,MG1,25r,1,1.0097202974641608,-34.27417838606978
0,MG1,25r,3,0.9943941502873809,86.04349857286543
0,MG1,26,1,1.0095202578504756,-34.28740649309265
0,MG1,26,3,0.9942412278773165,86.04405531264608
0,MG1,28,1,0.9971910963291812,-34.282071778601406
0,MG1,28,2,1.0138462740603822,-153.1616642980125
0,MG1,28,3,1.000478011700323,86.04125524715602
0,MG1,27,1,1.009318267128468,-34.29693350427049
0,MG1,27,3,0.9942240708918783,86.04931822306877
0,MG1,31,3,0.9940727277384991,86.04091453098756
0,MG1,33,1,1.0085847894259967,-34.31056775381943
0,MG1,29,1,0.9973138777225646,-34.28391565133059
0,MG1,29,2,1.0138289240705107,-153.1560242395176
0,MG1,29,3,1.0002558703223594,86.0307346922392
0,MG1,250,1,0.9974607879359393,-34.28605633564472
0,MG1,250,2,1.013807848968375,-153.1493763603419
0,MG1,250,3,0.9999961281085256,86.01836502497127
0,MG1,32,3,0.9939603854875793,86.03882028868526
0,MG3,35,1,0.9960188238413901,-34.32563152653532
0,MG3,35,2,1.0119327765780044,-153.25271797202885
0,MG3,35,3,1.000385561863135,85.96205155246183
0,MG3,42,1,0.9936976625942942,-34.44134845235266
0,MG3,42,2,1.01039493465221,-153.36316686379877
0,MG3,42,3,0.9985565002045319,85.83614573149592
0,MG3,44,1,0.9927703251525494,-34.48778637280056
0,MG3,44,2,1.009780841378126,-153.40744021423444
0,MG3,44,3,0.9978262185118152,85.78565455898755
0,MG3,151,1,0.996018829011779,-34.32563165187043
0,MG3,151,2,1.0119327810644148,-153.2527181210564
0,MG3,151,3,1.0003855666114352,85.96205141986334
0,FEEDER,52,1,0.9992937226794933,-34.23651833964431
0,FEEDER,52,2,1.0151014896681976,-153.15890559861987
0,FEEDER,52,3,1.0055416077399848,85.97263195543552
0,FEEDER,53,1,0.9982464073715592,-34.373760143988775
0,FEEDER,53,2,1.014536216362819,-153.25640749214205
0,FEEDER,53,3,1.0048694758115526,85.83360581121569
0,FEEDER,54,1,0.9976609790701905,-34.45651724359444
0,FEEDER,54,2,1.014147189384502,-153.3168119984415
0,FEEDER,54,3,1.0044581189746848,85.74491224206456
0,FEEDER,55,1,0.9975776717843723,-34.45759753835619
0,FEEDER,55,2,1.014114910852832,-153.32067809747238
0,FEEDER,55,3,1.004486720727309,85.7461404437715
0,FEEDER,57,1,0.9968644518558333,-34.69078066234999
0,FEEDER,57,2,1.0121776936430553,-153.50288595295788
0,FEEDER,57,3,1.0033643083764194,85.52080536441237
0,FEEDER,56,1,0.9975659657658286,-34.45526630894647
0,FEEDER,56,2,1.0140424502634717,-153.32390457100925
0,FEEDER,56,3,1.0045214381576073,85.7455239974738
0,FEEDER,58,2,1.0119138383476753,-153.5076963465971
0,FEEDER,60,1,0.9952529305551518,-35.204247517439384
0,FEEDER,60,2,1.008388464283634,-153.8853147399077
0,FEEDER,60,3,1.0008476500016579,85.04200237789483
0,FEEDER,59,2,1.0117832089322112,-153.5101087885259
0,FEEDER,61,1,0.995252954133367,-35.204248187646925
0,FEEDER,61,2,1.0083884853811615,-153.88531541870745
0,FEEDER,61,3,1.0008476738316576,85.04200178889194
0,FEEDER,62,1,0.9949942180775663,-35.20246166335709
0,FEEDER,62,2,1.0079085261309588,-153.87717936948684
0,FEEDER,62,3,1.0000148978213654,85.04029156382921
0,FEEDER,63,1,0.9947887071679163,-35.19839865012176
0,FEEDER,63,2,1.0075423916450845,-153.87440653749886
0,FEEDER,63,3,0.9996038725275734,85.03892278074157
0,FEEDER,64,1,0.9947282726354327,-35.19061189681233
0,FEEDER,64,2,1.0067501553447118,-153.86280540111787
0,FEEDER,64,3,0.9987197353665616,85.03090240340929
0,FEEDER,65,1,0.9945343495400251,-35.19508973642032
0,FEEDER,65,2,1.006564869753344,-153.84929550797995
0,FEEDER,65,3,0.9974971466107053,85.03414438275333
0,FEEDER,66,1,0.9946240538671027,-35.20478604186644
0,FEEDER,66,2,1.0066657454061307,-153.83888929050494
0,FEEDER,66,3,0.9968957266064272,85.03384689409037
0,FEEDER,67,1,1.0944734998490862,-35.377130487721665
0,FEEDER,67,2,1.0074340909776682,-154.07218951965442
0,FEEDER,67,3,1.0999448923298,84.8735655226046
0,FEEDER,68,1,1.0938522023260566,-35.38771005653149
0,FEEDER,97,1,1.0935528885980228,-35.43412862767057
0,FEEDER,97,2,1.0062894656684018,-154.12699735881125
0,FEEDER,97,3,1.0991319968456192,84.82376204507108
0,FEEDER,69,1,1.0931404493950614,-35.39984282937829
0,FEEDER,70,1,1.0926358958754356,-35.40845124726806
0,FEEDER,71,1,1.0923512988068254,-35.41330941855919
0,MG2,72,1,1.094473474893187,-35.37713222557745
0,MG2,72,2,1.0074340630172591,-154.07219102924705
0,MG2,72,3,1.0999448625945338,84.87356381807878
0,MG2,73,3,1.0987097057104493,84.85252331054903
0,MG2,76,1,1.0949672905518208,-35.419381228475096
0,MG2,76,2,1.007545053053703,-154.14510756058428
0,MG2,76,3,1.1008698819426823,84.83273564993684
0,MG2,74,3,1.097645233902441,84.83435650634576
0,MG2,75,3,1.0970661924966862,84.8244654499043
0,MG2,86,1,1.0948999093460787,-35.44092124935591
0,MG2,86,2,1.006783983374607,-154.2490605880252
0,MG2,86,3,1.1020249784418141,84.80562861211214
0,MG2,78,1,1.0968587185949306,-35.476519885907834
0,MG2,78,2,1.009233517898095,-154.22850945673088
0,MG2,78,3,1.1026505656051486,84.74889163681753
0,MG2,79,1,1.0966793534938184,-35.48430848235835
0,MG2,79,2,1.0093109448658073,-154.230131909499
0,MG2,79,3,1.102623083861855,84.75413787654732
0,MG2,80,1,1.0990623610402992,-35.5207430409854
0,MG2,80,2,1.0109543723920533,-154.29111366373047
0,MG2,80,3,1.1042682082585822,84.66051723066678
0,MG2,81,1,1.099886918068547,-35.539999764949975
0,MG2,81,2,1.0117167326966574,-154.3081812991854
0,MG2,81,3,1.1048030463611258,84.62898125439702
0,MG2,82,1,1.1009106789364753,-35.565400057074825
0,MG2,82,2,1.0128326337903044,-154.34012902157392
0,MG2,82,3,1.1058391192998327,84.59527064630609
0,MG2,84,3,1.1033295493014676,84.60398133410054
0,MG2,83,1,1.1021164272850628,-35.582893161323476
0,MG2,83,2,1.0138703326542184,-154.3703730566082
0,MG2,83,3,1.1069036053887211,84.55632837295254
0,MG2,85,3,1.1026384456944118,84.59223664646052
0,MG2,87,1,1.0948763879843157,-35.456056681650736
0,MG2,87,2,1.0065021943404457,-154.3056411110645
0,MG2,87,3,1.1025567429439669,84.78602152613733
0,MG2,88,1,1.0950472399559825,-35.48226480281287
0,MG2,89,1,1.094547971374379,-35.449580719654065
0,MG2,89,2,1.0064719998988425,-154.34057539784112
0,MG2,89,3,1.1030062909076177,84.77886775009064
0,MG2,90,2,1.0066616595047333,-154.37866659128926
0,MG2,91,1,1.0944143273381803,-35.44306094324248
0,MG2,91,2,1.0062164883646574,-154.35170435444562
0,MG2,91,3,1.1033250507800347,84.76568428455401
0,MG2,92,3,1.103620095276709,84.72075084694792
0,MG2,94,1,1.0938388398802876,-35.45302536359158
0,MG2,95,1,1.094214473453875,-35.44100991778675
0,MG2,95,2,1.0059004417814106,-154.3711783378607
0,MG2,95,3,1.1034862395419958,84.76750808093588
0,MG2,96,2,1.0057530729664121,-154.3739271006742
0,FEEDER,98,1,1.0934719321143134,-35.43805802798069
0,FEEDER,98,2,1.0061834565202021,-154.13006734420037
0,FEEDER,98,3,1.0990425324084379,84.81984097610075
0,FEEDER,99,1,1.0935947219347282,-35.43374399059035
0,FEEDER,99,2,1.0058484577062934,-154.1336028691369
0,FEEDER,99,3,1.0988931866703442,84.80469662123305
0,FEEDER,100,1,1.093677062986872,-35.43510877100361
0,FEEDER,100,2,1.0058236833031433,-154.12806817621606
0,FEEDER,100,3,1.0987222200714328,84.79755823186758
0,FEEDER,450,1,1.0936771169087192,-35.435110117364175
0,FEEDER,450,2,1.0058237365258125,-154.1280694357928
0,FEEDER,450,3,1.0987222700746089,84.79755666816995
0,MG4,197,1,1.093552851476064,-35.43412803755944
0,MG4,197,2,1.0062894282473043,-154.12699671253614
0,MG4,197,3,1.0991319595155749,84.82376263454472
0,MG4,105,1,1.0917772320931576,-35.54660318493885
0,MG4,105,2,1.0040907708121032,-154.23660020341066
0,MG4,105,3,1.097598010185444,84.72645111629647
0,MG4,108,1,1.0906801298548907,-35.616413438587145
0,MG4,108,2,1.002731522063385,-154.3046901591429
0,MG4,108,3,1.0966499911575158,84.6660750078027
0,MG4,300,1,1.0935529357069518,-35.43413014129666
0,MG4,300,2,1.006289511452088,-154.12699868120112
0,MG4,300,3,1.0991320376786209,84.82376019196947
0,MG3,135,1,0.997596435212894,-34.232210055300904
0,MG3,135,2,1.0134804588791546,-153.17659105706417
0,MG3,135,3,1.0015367707562697,86.05499323915596
0,FEEDER,152,1,1.0016183212077583,-33.95289825703659
0,FEEDER,152,2,1.0161219651472657,-152.9623229910502
0,FEEDER,152,3,1.0069212567254584,86.24467027672023
0,FEEDER,160r,1,1.0947837264890545,-35.20558067092179
0,FEEDER,160r,2,1.008392276672997,-153.8864328386749
0,FEEDER,160r,3,1.1009391593752302,85.04072740629991
0,FEEDER,160,1,0.9952528503597852,-35.20424853632767
0,FEEDER,160,2,1.0083883961304065,-153.88531550805527
0,FEEDER,160,3,1.0008475728954185,85.04200114151712
0,FEEDER,61s,1,0.995252954133367,-35.204248187646584
0,FEEDER,61s,2,1.0083884853811615,-153.88531541870714
0,FEEDER,61s,3,1.0008476738316578,85.04200178889226
0,FEEDER,610,1,1.145645159527954,-34.81832137167378
0,FEEDER,610,2,1.158091088912129,-154.18788813552365
0,FEEDER,610,3,1.1628764106420868,84.96751899434207
0,FEEDER,x1,1,1.003995350016443,-33.30333046570607
0,FEEDER,x2,2,1.0121416523148534,-152.62757016439906
0,FEEDER,x4,3,1.0063807758345267,86.79852057378925
0,FEEDER,x5,3,1.006019886640477,86.79126296887692
0,FEEDER,x6,3,1.005705219633355,86.78491050123104
0,FEEDER,x7,1,0.9998642931056883,-33.63721576571728
0,FEEDER,x9,1,0.996587094273707,-33.87002632735668
0,FEEDER,x10,1,0.9958088690937151,-33.884534654888924
0,FEEDER,x11,1,0.9957065266823881,-33.8861928361538
0,FEEDER,x12,2,1.009698050674613,-152.97832798993096
0,FEEDER,x16,3,0.9979865581444518,86.00514536888647
0,FEEDER,x17,3,0.998198460332047,86.00914404881887
0,FEEDER,x19,1,0.9890097696433189,-34.4681014225761
0,FEEDER,x20,1,0.9887500837860604,-34.472239503201195
0,MG1,x22,2,1.001539079659076,-153.5011171268073
0,MG1,x24,3,0.9889433246421291,85.71292635372083
0,MG1,x28,1,0.9860485945046754,-34.59643816858209
0,MG1,x29,1,0.9971767556351354,-34.282483024125355
0,MG1,x29,2,0.0,0.0
0,MG1,x30,3,0.9887356353498202,85.70152289016968
0,MG1,x31,3,0.9883763894130178,85.88220463022073
0,MG1,x32,3,0.9882634258072259,85.88007396943264
0,MG1,x33,1,0.997440890852192,-34.62136676271244
0,FEEDER,x34,3,0.9985540342842899,86.01596290773503
0,FEEDER,x52,1,0.991252155870941,-34.4615057241565
0,FEEDER,x53,1,0.9901965422642839,-34.599226676975015
0,FEEDER,x55,1,0.9896750812058102,-34.67899684390692
0,FEEDER,x56,2,1.010026508483907,-153.43195776458143
0,FEEDER,x58,2,1.0078563525891726,-153.61716330375145
0,FEEDER,x59,2,1.003839514098921,-153.72948905458097
0,FEEDER,x60,1,0.9871792493356014,-35.431091904725044
0,FEEDER,x62,3,0.9920930000749882,84.8188922582785
0,FEEDER,x63,1,0.9867113169181078,-35.42545790627267
0,FEEDER,x64,2,0.9994569762785533,-154.07873530791903
0,FEEDER,x65,1,1.141630694546804,-65.17905309140998
0,FEEDER,x65,2,1.1409209152331707,175.59637564909855
0,FEEDER,x65,3,1.1546261741660446,55.23904389734585
0,FEEDER,x66,3,0.9895330500306443,84.81359907627517
0,FEEDER,x68,1,1.0859736752326457,-35.588539617887946
0,FEEDER,x69,1,1.085267048744993,-35.60067239137688
0,FEEDER,x70,1,1.0847661293024762,-35.609280809722684
0,FEEDER,x71,1,1.0844835820613918,-35.614138981271275
0,MG2,x73,3,1.0876945783729914,84.57097610682617
0,MG2,x74,3,1.0855389425915398,84.5241208615029
0,MG2,x75,3,1.0860675422161596,84.54291824492273
0,MG2,x76,1,1.2587256407125846,-65.58936632037617
0,MG2,x76,2,1.1950688517591583,173.6970358813013
0,MG2,x76,3,1.2149005885657873,56.66393815089227
0,MG2,x77,2,0.9976759999146216,-154.52578412548016
0,MG2,x79,1,1.0845837151965114,-35.79454412720122
0,MG2,x80,2,0.9998167784908751,-154.6009943949662
0,MG2,x82,1,1.0898735035881828,-35.846947329263905
0,MG2,x83,1,0.0,0.0
0,MG2,x83,3,1.1067514156555347,84.55776100015777
0,MG2,x84,3,1.092268105157319,84.3224341263656
0,MG2,x85,3,1.0915839302149837,84.3106894379168
0,MG2,x86,2,0.9956002579578651,-154.56155489101883
0,MG2,x87,2,0.9953153435817503,-154.6183130259388
0,MG2,x88,1,1.0840688485083303,-35.763812075345555
0,MG2,x90,2,0.9955182349311844,-154.69005540247025
0,MG2,x92,3,1.0925557381225752,84.43920363983757
0,MG2,x94,1,1.0828725633034983,-35.734572641190724
0,MG2,x95,2,0.9947069035661588,-154.68423024922598
0,MG2,x96,2,0.9945578952185247,-154.68707219239187
0,FEEDER,x98,1,1.0855961440672584,-35.63888759595244
0,FEEDER,x99,2,0.997858772305009,-154.35561563331325
0,FEEDER,x100,3,1.0900183846605394,84.57615892631686
1,FEEDER,sourcebus,1,0.9994514181522052,-0.07851213732255766
1,FEEDER,sourcebus,2,0.9996496530136544,-120.08201230515219
1,FEEDER,sourcebus,3,0.9994976686221878,119.90989630759147
1,FEEDER,150,1,0.9883222020972738,-32.515197498729776
1,FEEDER,150,2,0.9924436194710387,-152.03936978416277
1,FEEDER,150,3,0.9905675145826367,87.55473439099501
1,FEEDER,150r,1,1.0192065938431523,-32.51550860124617
1,FEEDER,150r,2,1.0234571512998372,-152.03961864184188
1,FEEDER,150r,3,1.021522307151281,87.55443468967528
1,MG3,40,1,0.9981534845633584,-34.19507792209711
1,MG3,40,2,1.0133449598971283,-153.1613751384542
1,MG3,40,3,1.0026082461892551,86.0795965198938
1,MG3,401,1,0.9981534845633584,-34.19507792209711
1,MG3,401,2,1.0133449598971283,-153.1613751384542
1,MG3,401,3,1.0026082461892551,86.0795965198938
1,MG4,101,1,1.0974652667590288,-35.26435354405212
1,MG4,101,2,1.0086420031566419,-153.99012075064164
1,MG4,101,3,1.1027001098330802,85.00140894229457
1,MG4,1011,1,1.0974652667590288,-35.26435354405212
1,MG4,1011,2,1.0086420031566419,-153.99012075064164
1,MG4,1011,3,1.1027001098330802,85.00140894229457
1,MG1,30,1,1.0006765972717115,-34.0981224122075
1,MG1,30,2,1.0158922406151139,-153.00971978591593
1,MG1,30,3,1.0032096534567998,86.19722169624539
1,MG1,301,1,1.0006765972717115,-34.0981224122075
1,MG1,301,2,1.0158922406151139,-153.00971978591593
1,MG1,301,3,1.0032096534567998,86.19722169624539
1,MG2,93,1,1.0991811638076021,-35.223181067864694
1,MG2,93,2,1.0097882345229272,-154.15859529169234
1,MG2,93,3,1.1076248444133885,84.9928504778324
1,MG2,931,1,1.0991811638076021,-35.223181067864694
1,MG2,931,2,1.0097882345229272,-154.15859529169234
1,MG2,931,3,1.1076248444133887,84.9928504778324
1,MG2,77,1,1.1012964286515508,-35.24052806931277
1,MG2,77,2,1.0122801964012387,-154.02471689871825
1,MG2,77,3,1.106630499328569,84.98769931062508
1,MG2,771,1,1.1012964286515508,-35.24052806931277
1,MG2,771,2,1.0122801964012387,-154.02471689871825
1,MG2,771,3,1.106630499328569,84.98769931062508
1,FEEDER,149,1,1.019206443325858,-32.515507651815675
1,FEEDER,149,2,1.023457030453432,-152.03961820565726
1,FEEDER,149,3,1.0215221618781298,87.55443528209473
1,FEEDER,1,1,1.0141317275674937,-32.94804827217107
1,FEEDER,1,2,1.0217141212416263,-152.298639499576
1,FEEDER,1,3,1.0172323387234976,87.16811650264914
1,FEEDER,2,2,1.0216286770237968,-152.30019969225222
1,FEEDER,3,3,1.01661323288278,87.15676123819972
1,FEEDER,7,1,1.0103610753434749,-33.267518417683924
1,FEEDER,7,2,1.0204485193368213,-152.49919133197844
1,FEEDER,7,3,1.0143931484434558,86.89029845234751
1,FEEDER,4,3,1.0164169484479997,87.15315859151268
1,FEEDER,5,3,1.0161273710810603,87.14784086672533
1,FEEDER,6,3,1.0158774774435626,87.14325007784713
1,FEEDER,8,1,1.0079141688172024,-33.479481327649324
1,FEEDER,8,2,1.0195839330252139,-152.6327416538729
1,FEEDER,8,3,1.0125179712994887,86.70296096043943
1,FEEDER,12,2,1.0194738481143826,-152.63475626240822
1,FEEDER,9,1,1.0073571224332207,-33.48979490120455
1,FEEDER,13,1,1.004652500139176,-33.78399572379638
1,FEEDER,13,2,1.018161171111137,-152.826971627837
1,FEEDER,13,3,1.0097229311920788,86.41173683483116
1,FEEDER,9r,1,1.007356543603677,-33.48985838479893
1,FEEDER,14,1,1.0067251671152428,-33.501559163448
1,FEEDER,34,3,1.0093515280964653,86.40487153023427
1,FEEDER,18,1,1.0008041514853003,-34.049310789040625
1,FEEDER,18,2,1.0155938151864152,-153.03429458689854
1,FEEDER,18,3,1.0046065179513926,86.23015606868783
1,FEEDER,11,1,1.0064775857380148,-33.50614995232622
1,FEEDER,10,1,1.006601341527212,-33.50385548611788
1,FEEDER,15,3,1.0092032460575597,86.40212934080905
1,FEEDER,16,3,1.0088324974566463,86.3952718523757
1,FEEDER,17,3,1.0090302714856743,86.39892947281373
1,FEEDER,19,1,1.0003072687029935,-34.05857975057791
1,FEEDER,20,1,0.999985344648276,-34.06458837526405
1,MG1,21,1,1.0008041444585316,-34.04931057949043
1,MG1,21,2,1.0155938116852326,-153.03429448514845
1,MG1,21,3,1.0046065091903937,86.2301563269387
1,MG1,22,2,1.0148891849146158,-153.04730382661037
1,MG1,23,1,1.0007049624041096,-34.068124773320335
1,MG1,23,2,1.0157200547134346,-153.02666686159733
1,MG1,23,3,1.004134781944077,86.2211073426399
1,MG1,24,3,1.003396190187635,86.207313897529
1,MG1,25,1,1.000491437944472,-34.087304847969946
1,MG1,25,2,1.0158740252737821,-153.02299993819827
1,MG1,25,3,1.0038007972567442,86.21991474418026
1,MG1,25r,1,1.0129970486371276,-34.08736305708774
1,MG1,25r,3,0.9975267796125834,86.21988585210585
1,MG1,26,1,1.0128148310236103,-34.0993602675475
1,MG1,26,3,0.9973878502285782,86.22041374095602
1,MG1,28,1,1.0004325687996563,-34.09451833667039
1,MG1,28,2,1.0159270819728063,-153.0208238031681
1,MG1,28,3,1.0036462666353385,86.21788406245174
1,MG1,27,1,1.012631006430018,-34.1079995986479
1,MG1,27,3,0.9973722331305219,86.22518755973019
1,MG1,31,3,0.9972348961965712,86.21758242716497
1,MG1,33,1,1.0119635354754684,-34.12035866156229
1,MG1,29,1,1.0005435016061472,-34.09618659774295
1,MG1,29,2,1.0159113902101014,-153.015730206227
1,MG1,29,3,1.0034450252483595,86.2083912106547
1,MG1,250,1,1.000676600099511,-34.098122508857315
1,MG1,250,2,1.0158922437188134,-153.0097198708087
1,MG1,250,3,1.0032096567774513,86.19722161689262
1,MG1,32,3,0.9971329189505999,86.21569460612785
1,MG3,35,1,0.9992773207461649,-34.13938078126447
1,MG3,35,2,1.0140920396688746,-153.10798211536562
1,MG3,35,3,1.0034934626652778,86.14035815098607
1,MG3,42,1,0.9970305833699007,-34.25090032163735
1,MG3,42,2,1.0125987524318087,-153.2148466023272
1,MG3,42,3,1.0017241497549318,86.01872783295353
1,MG3,44,1,0.9961329377588142,-34.29564864186127
1,MG3,44,2,1.0120024158283991,-153.25768030552928
1,MG3,44,3,1.0010176810483684,85.9699557040479
1,MG3,151,1,0.999277325933427,-34.139380906557165
1,MG3,151,2,1.0140920441637145,-153.10798226442506
1,MG3,151,3,1.0034934674288873,86.14035801834936
1,FEEDER,52,1,1.002622257005338,-34.058520511435106
1,FEEDER,52,2,1.017337276464233,-153.01366262608843
1,FEEDER,52,3,1.008566225457464,86.15030207799735
1,FEEDER,53,1,1.0017153054653163,-34.1914589021591
1,FEEDER,53,2,1.0168734641985842,-153.10624219025925
1,FEEDER,53,3,1.0080044058514082,86.01680440548424
1,FEEDER,54,1,1.0012134770396082,-34.2717045557985
1,FEEDER,54,2,1.0165499407800414,-153.1635949135835
1,FEEDER,54,3,1.0076614114400748,85.93169255134995
1,FEEDER,55,1,1.0011346610935332,-34.27273429341522
1,FEEDER,55,2,1.0165196882938368,-153.16722720964324
1,FEEDER,55,3,1.007688319642691,85.93285263030957
1,FEEDER,57,1,1.000608877729955,-34.49709847569794
1,FEEDER,57,2,1.0148173191323366,-153.34218008512562
1,FEEDER,57,3,1.0067369428397657,85.7165551524643
1,FEEDER,56,1,1.0011236965333328,-34.27054486189004
1,FEEDER,56,2,1.0164513655660339,-153.17025537333706
1,FEEDER,56,3,1.0077210094446487,85.93227059494615
1,FEEDER,58,2,1.0145685416032784,-153.3466926022264
1,FEEDER,60,1,0.9994020962775941,-34.99059363845263
1,FEEDER,60,2,1.0115105345871895,-153.70932567560948
1,FEEDER,60,3,1.0045921932714796,85.2571204672366
1,FEEDER,59,2,1.0144456267625523,-153.3489536715174
1,FEEDER,61,1,0.999402119953654,-34.990594308515796
1,FEEDER,61,2,1.0115105557458637,-153.70932635456188
1,FEEDER,61,3,1.004592217192689,85.25711987806494
1,FEEDER,62,1,0.9991581851092185,-34.98887852540349
1,FEEDER,62,2,1.0110565693229678,-153.70165585205692
1,FEEDER,62,3,1.0038060356954224,85.25551358987845
1,FEEDER,63,1,0.9989643268010924,-34.98502291708549
1,FEEDER,63,2,1.0107102120732716,-153.69904760386154
1,FEEDER,63,3,1.0034186120914323,85.25422431756341
1,FEEDER,64,1,0.9989058930404392,-34.977635430090764
1,FEEDER,64,2,1.009961136903127,-153.6881619309953
1,FEEDER,64,3,1.0025854054976158,85.2467053173739
1,FEEDER,65,1,0.9987209163313477,-34.98175024447194
1,FEEDER,65,2,1.0097845331864872,-153.67550440121403
1,FEEDER,65,3,1.0014332800255341,85.24978931768688
1,FEEDER,66,1,0.9988051292293328,-34.99082429888861
1,FEEDER,66,2,1.009879262284846,-153.6657579544827
1,FEEDER,66,3,1.00086825077866,85.24952550692322
1,FEEDER,67,1,1.0991785914100387,-35.15676080916288
1,FEEDER,67,2,1.0107518857146227,-153.8878610228241
1,FEEDER,67,3,1.1042147159633005,85.09445395625939
1,FEEDER,68,1,1.0985894201937723,-35.166736772328605
1,FEEDER,97,1,1.0982866432177587,-35.21221317427091
1,FEEDER,97,2,1.0096514038661057,-153.94023180332655
